"","Metabolite","R2_Model_kr","CST","GestationalAge","BMI","Ethnicity","Age","R2Conditional_nsj","R2Marginal_nsj","Adjusted_ICC","R2_Model_kr_pval","CST_pval","GestationalAge_pval","BMI_pval","Ethnicity_pval","Age_pval","R2Conditional_nsj_pval","R2Marginal_nsj_pval","Adjusted_ICC_pval"
"308","181.9662136",0.110957564590883,0.087332241769889,0.000693559846087759,0.0111448959559785,0.00157769405159885,0.00340824435020626,0.213883223487722,0.0669615974815573,0.157465786627427,0.0285322013121631,0.00511258037782843,0.672489368215992,0.239444137174092,0.911764571264387,0.531715515701061,NA,NA,NA
"309","181.9917796",0.0649171711600705,0.0218645437777255,0.0128780711753323,0.015195024368886,0.00473439670213745,0.000755337395606189,0.133006008875313,0.0319160133857279,4.14864197145494e-07,0.36738847283453,0.59592785108655,0.058919796361802,0.180261952287262,0.752266091129414,0.773543014121568,NA,NA,NA
"310","182.0468937",0.0334120685404131,0.0217977757543214,0.00115373006054743,0.00122430709182892,0.00975534241275565,0.00177932826584506,0.09533624231624,0.016978873146021,0.0797093942984122,0.854269035620219,0.586657365175072,0.576395227291938,0.698091246339217,0.576446324050161,0.658244441436116,NA,NA,NA
"311","182.9613571",0.0230529854761486,0.00989217747016214,0.000825605643079052,0.00252874959939086,0.00810004982702647,0.00979885364590405,0.196192020298064,0.0142129312224996,0.139951517467192,0.946352350735073,0.872010154632522,0.644481809275356,0.57963043169474,0.611035346542082,0.286886394376679,NA,NA,NA
"312","183.013008",0.104021070746519,0.0507400788059779,0.00669257050571708,0.00624767968173572,0.0540969183912648,0.000245951379835081,0.0623057084944307,0.0478279882028157,0.0152049420821444,0.0744855674629937,0.140610461961764,0.169625382232496,0.381058583314419,0.0506326955950763,0.872643662016569,NA,NA,NA
"313","183.966588",0.0421974684127826,0.0295176806170897,0.000704010903138918,0.00500541138360145,0.00533002268186377,0.00329472239946374,0.120597189790097,0.0221842668259415,0.100645673438593,0.716326959329435,0.393352525808721,0.664491091989282,0.432125609975242,0.738004485853711,0.54462690958453,NA,NA,NA
"314","185.056818",0.0884083405787629,0.0478994231361184,0.00421719711327251,0.00234004577864477,0.0222039831710866,0.0108663651905266,0.0968519245525706,0.0432835700704473,4.54319511994401e-05,0.14541803687465,0.158146128830526,0.277791522177636,0.596975563523791,0.277060516131554,0.27953509843537,NA,NA,NA
"315","185.1000812",0.036239092548174,0.0314150858390818,0.000667393164601936,0.000272631700068864,0.00113666105559434,0.00482352121562283,0.092665019949258,0.0179147541952135,0.0420013609099758,0.819634469315161,0.379401358376885,0.668482415087039,0.856237545411494,0.936856391272401,0.468361413363529,NA,NA,NA
"316","185.1631701",0.0378089099777233,0.0183046495800922,0.000780236837903307,0.00492136292332888,0.00531781557023435,0.000176003835259124,0.0828588661016663,0.0182139275763596,0,0.804084211087045,0.697740383149083,0.641359829504664,0.443783766730904,0.734802834414858,0.890538325103816,NA,NA,NA
"317","186.0457648",0.401417707325569,0.365459457909261,0.00143853459419974,3.27960536681439e-05,0.00687747195122766,0.00627192480933961,0.246252074275285,0.228472989726301,0.0230440208991219,5.43898263306256e-13,2.39797962446574e-14,0.525754475813209,0.949468590219753,0.688988393182434,0.415901077937488,NA,NA,NA
"318","186.128637",0.0453699446059605,0.0281324216562685,0.00165934039476393,0.00877148581334058,0.0121734889457627,1.00281372837581e-05,0.0195177416965791,0.0195177416965791,0,0.716222124570129,0.483071660991284,0.492781690470251,0.299107407589927,0.522836492811538,0.974365352245812,NA,NA,NA
"319","186.405124",0.0582397819301379,0.0128296486936565,0.018472607407375,0.0114849990967187,0.00774838290747489,0.000605336357305319,0.0250620568326848,0.0250620568326848,0,0.515875557704134,0.845598181296436,0.0215488122962952,0.234452703750612,0.662430588196966,0.802820944021088,NA,NA,NA
"320","187.0073252",0.102884931958042,0.0241906376881799,0.0516579622633699,0.000939728037093439,0.0230895647382917,0.00360590028149759,0.407988598906308,0.0610742908863393,0.359314192193857,0.0212473277698659,0.360197244473491,0.000593081592258131,0.73171509424299,0.230049443414067,0.506644496783593,NA,NA,NA
"321","187.0225",0.100184433808339,0.0583578210792252,0.0223194787013307,0.00391814321010994,0.00391900218436654,0.00077712677200433,0.0444147480241665,0.0444147480241665,0,0.0958506036138475,0.0930262177502084,0.0114488184451768,0.488225678727743,0.812287353583254,0.777229393370585,NA,NA,NA
"322","187.0421805",0.35084825278709,0.313590513259598,0.00388099408741087,0.00432612224265248,0.008296573384772,0.00438477631398885,0.2742593195793,0.208237823965708,1.06806392874305e-09,6.09911679081618e-11,4.75037755397948e-12,0.299608855603852,0.474248736527046,0.61248765106082,0.489772405748614,NA,NA,NA
"323","187.0977811",0.0571290067493413,0.0458862097416168,0.00229252762086357,0.00519600411872834,0.0122471481969056,0.00054019842308928,0.0247466423261109,0.0247466423261109,0,0.532891646232787,0.194668656695273,0.42005166717256,0.424605965776504,0.520776334530834,0.813527873455261,NA,NA,NA
"324","187.1089442",0.310890352736985,0.228111077784521,0.0483437306870872,0.00309430607877267,0.0120682111508207,0.0060142979309746,0.316364468854504,0.194789284758797,0.150985551725166,8.65341753748039e-10,5.64014513755681e-09,0.000343486827755049,0.536276736549794,0.492507473933236,0.406498243521494,NA,NA,NA
"325","187.6851774",0.0663420535521979,0.0269711936335425,0.0174041443851935,0.0153925392360672,0.00796952318391332,0.00184945718746148,0.0287474535327799,0.0287474535327799,0,0.398406358515118,0.508613364921432,0.0257362994145229,0.168262514592775,0.654659109260336,0.662408511883596,NA,NA,NA
"326","188.0105917",0.0568338642073645,0.0237607333825553,0.0108516538360651,0.00661176070323623,0.0151332910824954,0.000187861896334423,0.290414932794837,0.0359775406621717,0.263933054326798,0.385418682072565,0.432980814554535,0.106111799803888,0.363443622173659,0.395167043500944,0.881070464543629,NA,NA,NA
"327","188.0455832",0.168407959047604,0.116654175729916,8.07577064192615e-06,6.21111615952455e-06,0.0113621043491329,0.0265563663247209,0.109962088663092,0.083517835840131,0.0219595062803929,0.0013368152569972,0.00125820415713551,0.962123656062635,0.978034212902251,0.536543312105702,0.0917877576905805,NA,NA,NA
