"","Metabolite","R2_Model_kr","CST","GestationalAge","BMI","Ethnicity","Age","R2Conditional_nsj","R2Marginal_nsj","Adjusted_ICC","R2_Model_kr_pval","CST_pval","GestationalAge_pval","BMI_pval","Ethnicity_pval","Age_pval","R2Conditional_nsj_pval","R2Marginal_nsj_pval","Adjusted_ICC_pval"
"1565","838.1835234",0.0723349431461066,0.0206402857815508,0.00160477091472476,0.001418005465925,0.0517142006614575,0.0175435502562415,0.124268979822292,0.0387688899924193,0.0889485254271457,0.282604934411123,0.501871091056661,0.44860686671383,0.613561622314173,0.125298312429154,0.0676057797246177,NA,NA,NA
"1566","838.7160843",0.048363789000497,0.0161369864931143,0.00172453338500269,0.000938979695674845,0.0317319936520515,0.00200036790506954,0.11906578224676,0.0252531630566651,0.0203676854800544,0.718169115939029,0.653742391076119,0.431676112798548,0.681733656962761,0.442696658699941,0.539110419248724,NA,NA,NA
"1567","839.727877",0.0418841822617343,0.0250698224737222,0.000240178054590776,1.5677886528593e-05,0.0156696028046281,6.84067779980744e-05,0.140953568461721,0.0226570897768615,0.121022283919486,0.823755723854462,0.350697880698681,0.770554763549948,0.957557894455781,0.851223050983775,0.909392048297749,NA,NA,NA
"1568","840.4423468",0.0932649128066104,0.0555296771503571,0.00449689248398571,0.0141091494368212,0.0121044970831263,0.0248356255626388,0.149866512487036,0.0502477290033415,0.10488922903986,0.0786055874991603,0.021668844312807,0.205387840269537,0.109570591319908,0.92031858616927,0.029229771135501,NA,NA,NA
"1569","840.7268061",0.0473318944263724,0.0130502973325101,0.00344856357376608,0.000726618469993498,0.0336184655968755,0.000787288695505754,0.145713988394661,0.0257138553190732,0.123167237603372,0.72966870352311,0.748343873487067,0.268870520083875,0.717032804382861,0.40406828606421,0.6993554641353,NA,NA,NA
"1570","840.9387512",0.0558728158421808,0.0154829457391301,6.48321403412692e-05,0.00493000671299521,0.0352026899276239,0.000236822707936061,0.12071980707319,0.0299075332578354,0.0936119771348462,0.571627943402387,0.675713920586158,0.8790776721745,0.345779042327473,0.366122051092387,0.83251866020276,NA,NA,NA
"1571","841.4263326",0.0788347535675924,0.0301270369665258,0.00194645219165023,0.00423853035251485,0.0411283518166338,1.90641367188321e-05,0.095191864556655,0.0399790413809752,0.0575121018765083,0.205595946304729,0.26881263274958,0.401729413201045,0.383573623081551,0.251855567826025,0.952256710118862,NA,NA,NA
"1572","841.6686348",0.067209842499001,0.0401879816301348,0.00745824227343307,0.00175845336445662,0.0219246635281035,2.34677464109643e-05,0.164252585748932,0.0349184942732769,0.00157667342445977,0.355135208486896,0.0943440728352458,0.102770340515615,0.574269144541275,0.697568828506076,0.946954229065716,NA,NA,NA
"1573","842.6782627",0.0488512746470337,0.0304278388325068,0.00387014283900929,0.0001172514567474,0.0184520735540867,0.000375255722482447,0.13241608312464,0.0249213526111704,0.00544833508164822,0.706997645156134,0.23815512812618,0.239121452812091,0.884792780597429,0.784674517850006,0.790287460875182,NA,NA,NA
"1574","843.6856926",0.0663441433617116,0.0340986422727979,0.0115095774019101,3.96420387403179e-05,0.0132636358744103,0.00696596936150803,0.131798074600706,0.0334832232030743,0.0349279751113044,0.375533866068692,0.176856067782731,0.0419226099984897,0.932811316792294,0.899318008754241,0.250967940325686,NA,NA,NA
"1575","844.690402",0.0897913081215512,0.0546496511221402,0.0072720908444681,0.00150981030368381,0.0314505914266648,0.000114841144261494,0.184198119824442,0.0489242410151665,0.0948384688868318,0.094659929414055,0.0198218801603911,0.108499463828126,0.601351462016191,0.455571838756218,0.882765369194193,NA,NA,NA
"1576","845.7035777",0.0853680826124297,0.0337300239299733,0.00755090119817792,0.00723445323319267,0.0296160310885653,0.0147404735687821,0.175964218065034,0.0466749132338823,0.0782261350280666,0.127807357687827,0.166439813824297,0.101501318127395,0.252484811238131,0.498815848486127,0.0937238168410342,NA,NA,NA
"1577","846.6873664",0.0697860554401023,0.0536905039193255,0.00117788571123461,9.29104693030776e-05,0.0216648254818203,0.00101054279120538,0.111010710360857,0.0358228230257991,0.0779814012721336,0.32376973055481,0.029974627634279,0.51557929939411,0.897276361926729,0.699019018665282,0.662437554758234,NA,NA,NA
"1578","847.0622808",0.0443687294398325,0.0262339675929211,0.00056812245814845,0.000148504195252323,0.0190602344543389,1.33169962504849e-05,0.0830088814400836,0.022059616390861,0.0623241110304557,0.793705244256785,0.355981139362706,0.650880231372314,0.870519061261517,0.765284497287555,0.960078008592353,NA,NA,NA
"1579","847.7160901",0.0446332043264493,0.0297959402815908,0.00101711836038078,0.000263660736553839,0.0117684298377656,0.00346065106644522,0.137940096118944,0.0236556921386049,0.117053382766853,0.779200344130503,0.242672860106923,0.548073751615649,0.827281846110307,0.926334251805636,0.417945627133685,NA,NA,NA
"1580","848.7558728",0.0799307885570407,0.0393185273111885,0.0168214876997607,0.00188012180284886,0.0131699191746098,0.00748515822834702,0.232061983219718,0.042977829618466,0.122137394821229,0.165887103098686,0.0798424189834746,0.0150983474121393,0.558761683649494,0.904959891380079,0.232311243082517,NA,NA,NA
"1581","849.4440015",0.0467737115337137,0.0110918596134399,0.00405852650789551,0.00169736917088957,0.0210264727924678,0.00591959732581202,0.298127679756987,0.0295315185346153,0.208076531674058,0.704695610741994,0.758213001757881,0.239462518598068,0.576689271687922,0.732568113841202,0.287254736947726,NA,NA,NA
"1582","849.757294",0.0390400300528401,0.0177886357763586,0.000905293104626249,0.0107275581892236,0.0118159823335285,0.00591832958025675,0.136379055282066,0.0203912402381493,0.0087018119116647,0.867769241387992,0.585669721816657,0.569800012785593,0.164446854896444,0.925436304331041,0.290108755677581,NA,NA,NA
"1583","850.4466485",0.0673568217896276,0.0176196552471861,0.00822235607997523,0.000647848274378353,0.0284755961663964,0.00332272463103804,0.224733476634732,0.0385281141064202,0.0661981470331626,0.336035460587545,0.549890030455352,0.0892961256293995,0.732091893523293,0.533460482125614,0.427166823615266,NA,NA,NA
"1584","850.763571",0.103177718294084,0.0592174730208202,0.00868266126335889,3.67471854803159e-09,0.0421106176851263,0.00139164669249971,0.115314910760929,0.0522418001619063,0.00171072992877371,0.0416386846111162,0.0181970910459289,0.0761145570510447,0.999353874354551,0.237629194245478,0.608926436889589,NA,NA,NA
