"","Metabolite","R2_Model_kr","CST","GestationalAge","BMI","Ethnicity","Age","R2Conditional_nsj","R2Marginal_nsj","Adjusted_ICC","R2_Model_kr_pval","CST_pval","GestationalAge_pval","BMI_pval","Ethnicity_pval","Age_pval","R2Conditional_nsj_pval","R2Marginal_nsj_pval","Adjusted_ICC_pval"
"342","301.1409254",0.138111838702869,0.0760031351913711,0.0387903654786517,0.00499107426758561,0.0172006005841684,0.0138184420706071,0.0697135793806159,0.0635018475038687,1.6378391751534e-08,0.0146836585106494,0.034562371111993,0.00118874972605142,0.426746921882702,0.405498914498759,0.231229947646075,NA,NA,NA
"343","301.2928326",0.138473277264883,0.092603255714714,0.0150219207833061,0.0026869517470034,0.00438684710785256,0.00463029090182236,0.175213470547485,0.0744756409478259,0.0624019854885523,0.00813690574555471,0.00623399521902376,0.0501270205261711,0.564960247866252,0.780135658367259,0.475327132403064,NA,NA,NA
"344","301.6085379",0.0588437633456759,0.035247050866636,0.0113513030184291,0.00118918672994362,0.00244714529972995,0.000343513233134566,0.0253601089594517,0.0253601089594517,0,0.535446172162259,0.366564842936586,0.0813554964461748,0.69779791959544,0.881302440664693,0.851153139607087,NA,NA,NA
"345","302.1444431",0.0759551673842723,0.0401447698556944,0.0111853026617524,0.00323315248348645,0.0261197136287951,6.01913290448904e-06,0.120761738883101,0.0383157843867081,0.0857307972386908,0.25417620166065,0.239361767621295,0.0918461852624552,0.523631618549297,0.234029900782772,0.979542938277271,NA,NA,NA
"346","302.2451401",0.0753378420212145,0.0226704704705605,0.0261583386081897,0.00182265591833947,0.00454325351762475,0.00184931424703194,0.0757910812604665,0.0345182225613245,0.0427484595396867,0.285496322584591,0.604638403200204,0.00873927947475757,0.63148589038412,0.784237320366343,0.657522533269401,NA,NA,NA
"347","302.3052178",0.152519371249201,0.126208588818722,0.000746549580649539,0.0109675002872305,0.00416709208851674,0.000441013208549384,0.160061871261338,0.0817465446718455,0.0726781477756862,0.00359815815616242,0.000482567606891674,0.663226773589301,0.240438548286742,0.79434590363723,0.826444067991454,NA,NA,NA
"348","303.1355563",0.103523910064517,0.0456445032970543,0.000241404674500757,0.0289761777094329,0.0444222993365734,0.00340891550776712,0.0461786568080656,0.0461786568080656,0,0.0953431222790747,0.216263138614639,0.799915366271624,0.0535753051090511,0.0960094916521278,0.55413291998415,NA,NA,NA
"349","303.2307773",0.119045637461517,0.0932365388058223,0.00255291980541645,0.0060059499621739,0.0100975364580587,0.000131144919340873,0.0535234873798371,0.0535234873798371,0,0.0437807492910851,0.0113061846946065,0.409536796062312,0.382292712078405,0.59251518364739,0.907702218813198,NA,NA,NA
"350","303.3085387",0.105756616868253,0.0365181271910356,0.0304531162064603,0.00928577007255575,0.00141320258839918,0.0157074862571764,0.118737444996992,0.0518833188957087,0.0705125512857942,0.0645842822096784,0.301829135777099,0.00498069070980824,0.278729364956248,0.925984842891912,0.1905328278295,NA,NA,NA
"351","304.1612148",0.0280275978836972,0.0129961913898871,0.0017151005551768,0.00143183457291783,0.00445041917244952,0.0136095911329874,0.011931963221243,0.011931963221243,0,0.937746732760127,0.852361956387708,0.499150222841831,0.670036571184629,0.7945167614928,0.235990739652817,NA,NA,NA
"352","304.2595699",0.136156363452554,0.0578316150830326,0.043675480024007,0.00353771053160492,0.00481770229512548,0.0019465299872218,0.0614810076896932,0.0614810076896932,0,0.0170958424940696,0.109013765162187,0.000566610144558276,0.502780586538769,0.779540808762443,0.654973159443076,NA,NA,NA
"353","304.3001735",0.0651855654886501,0.0343770982223006,0.0116204785463185,0.00572669555228097,0.00593859912899046,0.000150782635464406,0.0642822369406526,0.0300384426608279,0.0353042798662692,0.417808429908486,0.359334008968826,0.0809635361030271,0.394577577123924,0.728918280887912,0.899585811782681,NA,NA,NA
"354","305.1570024",0.179129817477528,0.15480912396265,0.00575445530011628,0.00434205195909683,0.007207411377664,5.97014177977417e-05,0.159270454559436,0.0955290132054432,0.000801367189959621,0.000685276287079599,5.97299377283215e-05,0.219457741606959,0.465717462014525,0.668800730103184,0.936332911600671,NA,NA,NA
"355","305.2590637",0.159566671562106,0.0917350725209322,0.0226028153788668,0.0145778394660026,0.00161475789623758,0.00823632047788152,0.0735325810707432,0.0735325810707432,0,0.0041796334294472,0.0125282297729442,0.0136477438635492,0.172534986998225,0.920037655300312,0.357229436311554,NA,NA,NA
"356","305.3032618",0.0706401608316584,0.0314006945170389,0.0033682904257268,0.0194571409992527,0.0175188498408923,0.013738133345803,0.0306913069165231,0.0306913069165231,0,0.370994593948015,0.438130585463306,0.343387954256749,0.11458980953715,0.401937847312757,0.23377546250734,NA,NA,NA
"357","306.1607062",0.146474166567441,0.131809787971396,0.00207760474657642,0.000198719257064488,0.0182893853103362,0.00166005475300912,0.0670363828639259,0.0670363828639259,0,0.0093407324078879,0.000693775306788458,0.456939717779534,0.873913335777958,0.385999619601544,0.679867843513887,NA,NA,NA
"358","306.2778739",0.0281038102895643,0.022434541238931,0.000472264220318693,0.00376906334332755,0.0031316293945187,0.00330529486366362,0.0119745245440365,0.0119745245440365,0,0.93716945276782,0.634220189684495,0.722944513606677,0.489109431211507,0.850652025371791,0.560228047621228,NA,NA,NA
"359","307.0422755",0.188479581165374,0.173068293558214,0.00140487591092573,0.00230482979454704,0.00929708448010314,0.00680869370701212,0.103564579577084,0.0917163726156144,1.02285283785988e-09,0.000547811074297655,2.26479664946201e-05,0.54151591378675,0.590046855154932,0.612676566298982,0.400444056685877,NA,NA,NA
"360","307.2628843",0.0649902399878182,0.0165379207354063,0.00878057148742797,0.00306040061703211,0.0229224769754586,0.00105434102368603,0.0281790457866684,0.0281790457866684,0,0.446371354891882,0.773498825416145,0.125553443665351,0.533151357727313,0.302438985059983,0.742303070174383,NA,NA,NA
"361","307.8344723",0.0429601138310636,0.0173370378064038,0.00158521910319433,6.40954884790554e-06,0.0257023293853635,0.00442563503376112,0.0632389310617881,0.0204647253258337,0.0436678564232238,0.750775761196256,0.735871453355201,0.52132340333335,0.977320300984182,0.248905782774109,0.49239560638806,NA,NA,NA
"362","309.0562345",0.0708377620926903,0.0353505687181899,0.0095444369810841,0.00996940490839436,0.016098040917263,0.00138537920589081,0.0306514208104081,0.0306514208104081,0,0.36849472688245,0.364758730719018,0.110170975360356,0.259846071829976,0.433036275943553,0.706220775855043,NA,NA,NA
