"Seq_ID","Lactobacillus_crispatus","Lactobacillus_iners","Lactobacillus_gasseri","Lactobacillus_jensenii","Atopobium_vaginae","Prevotella_bivia","Catonella_morbi","Lactobacillus_delbrueckii","Anaerococcus_tetradius","Streptococcus_anginosus","Streptococcus_agalactiae","Prevotella_timonensis","Alloscardovia_omnicolens","Megasphaera_sueciensis","Lactobacillus_acidophilus","Finegoldia_magna","Prevotella_disiens","Prevotella_amnii","Lactobacillus_vaginalis","Anaerococcus_vaginalis","Mycoplasma_hominis","Dialister_micraerophilus","Lactobacillus_coleohominis","Peptoniphilus_harei","Aerococcus_christensenii","Anaeroglobus_geminatus","Enterococcus_faecalis","Ureaplasma_parvum","Bacteroides_fragilis","Anaerosphaera_aminiphila","Unclassified","Peptoniphilus_lacrimalis","Peptostreptococcus_anaerobius","Dialister_invisus","Parvimonas_micra","Gardnerella_vaginalis","Prevotella_oris","Shuttleworthia_satelles","Shuttleworthia_satelles_1","Peptoniphilus_ivorii","Prevotella_histicola","Bifidobacterium_breve","Peptoniphilus_gorbachii","Escherichia/Shigella_dysenteriae","Ureaplasma_urealyticum","Lactobacillus_taiwanensis","Prevotella_denticola","Staphylococcus_epidermidis","Streptococcus_sanguinis","Lactobacillus_rhamnosus","Lactobacillus_paracasei","Porphyromonas_uenonis","Peptoniphilus_duerdenii","Solobacterium_moorei","Actinobaculum_schaalii","Prevotella_corporis","Prevotella_buccalis","Anaerococcus_lactolyticus","Gemella_asaccharolytica","Atopobium_rimae","Peptococcus_niger","Lachnoanaerobaculum_umeaense","Escherichia/Shigella_flexneri","Actinobaculum_massiliense","Dialister_propionicifaciens","Sneathia_sanguinegens","Anaerococcus_murdochii","Fusobacterium_nucleatum","Porphyromonas_somerae","Bulleidia_extructa","Prevotella_oulorum","Streptococcus_urinalis","Klebsiella_pneumoniae","Mobiluncus_mulieris","Mobiluncus_curtisii","Actinomyces_neuii","Mogibacterium_timidum","Lactobacillus_ultunensis","Pseudomonas_hibiscicola","Atopobium_minutum"
"DL_249",9.12042505265182,3.85256689358849,4.34974042818616,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227,-0.224970550317227
"DL_25",8.97892535696926,1.63787365673037,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,1.2324085486222,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686,-0.153885812497686
"DL_250",7.72089722016044,-0.15915098081114,2.61343774142864,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,1.9202905608687,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114,-0.15915098081114
"DL_251",9.11894824359438,8.05798380933338,2.20986051937846,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,1.51671333881852,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536,-0.275046130409536
"DL_252",-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,3.5744146066496,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,7.58819163214146,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,6.72048076150415,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717,-0.232247883120717
"DL_253",-0.227545145074707,-0.227545145074707,6.56142659791746,7.89125785190533,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,3.06829172092962,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707,-0.227545145074707
"DL_254",8.46933951179412,-0.176422780416826,-0.176422780416826,4.1930250720502,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,0.922189508251284,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826,-0.176422780416826
"DL_255",9.35854890381736,-0.183322947888869,-0.183322947888869,4.94064103151439,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869,-0.183322947888869
"DL_256",8.98760951534683,-0.18232544199432,-0.18232544199432,5.2337749602101,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432,-0.18232544199432
"DL_257",8.91216810288831,-0.17916348250567,-0.17916348250567,5.06258353255397,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567,-0.17916348250567
"DL_258",8.78132509660423,-0.176314171815414,-0.176314171815414,4.97118030499804,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414,-0.176314171815414
"DL_259",-0.220451135690862,7.26951976314394,-0.220451135690862,8.53937445962343,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,1.16584322542903,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862,-0.220451135690862
"DL_26",8.52057773463834,2.97404251669832,-0.16145169923083,0.937160589437279,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083,-0.16145169923083
"DL_260",-0.453851554944116,7.20248561148607,-0.453851554944116,6.9132255049369,2.6371908984142,2.11109780251742,-0.453851554944116,-0.453851554944116,2.6371908984142,-0.453851554944116,-0.453851554944116,0.644760733723994,-0.453851554944116,-0.453851554944116,-0.453851554944116,0.23929562561583,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,0.644760733723994,-0.453851554944116,-0.453851554944116,2.54188071860988,-0.453851554944116,-0.453851554944116,-0.453851554944116,3.30734856074945,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,1.33790791428394,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,0.644760733723994,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116,-0.453851554944116
"DL_261",8.34252873025715,4.76645754894309,-0.217149072765248,3.61149232372385,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248,-0.217149072765248
"DL_262",-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,8.00553919045401,-0.913913978121448,-0.913913978121448,4.59547435850653,-0.913913978121448,-0.913913978121448,3.14652903242497,-0.913913978121448,-0.913913978121448,-0.913913978121448,1.97645777977472,3.09341920711102,-0.913913978121448,-0.913913978121448,2.08181829543254,2.69700393452278,2.58259358334503,-0.913913978121448,3.41681936216488,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,2.77496547599249,5.41044498425986,3.29077864126952,4.33835944992518,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.220766797561503,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,1.16552756355839,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,3.97643515010031,-0.913913978121448,-0.913913978121448,1.48398129467692,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,2.84728613757211,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448,-0.913913978121448
"DL_263",-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,1.37532661375909,6.59799636196781,-0.570583535296228,-0.570583535296228,3.09297811083342,-0.570583535296228,-0.570583535296228,3.19061658039733,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,2.26262980875999,-0.570583535296228,-0.570583535296228,-0.570583535296228,2.86340366918892,2.06847379431903,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,1.22117593393183,-0.570583535296228,-0.570583535296228,-0.570583535296228,2.26262980875999,2.92592402617025,3.64892416987988,3.82386561937621,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,0.815710825823663,-0.570583535296228,1.50885800638361,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228,-0.570583535296228
"DL_264",8.70384218768512,4.13710968816241,4.09455007374361,2.66380395005289,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,0.265908677254518,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,0.959055857814463,-0.427238503305427,0.671373785362683,1.76998607403079,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,0.671373785362683,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,1.87534658968862,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,3.66710605891667,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427,-0.427238503305427
