"","Metabolite","I - II _pval","I - III _pval","I - IV _pval","I - V _pval","I - VII _pval","II - III _pval","II - IV _pval","II - V _pval","II - VII _pval","III - IV _pval","III - V _pval","III - VII _pval","IV - V _pval","IV - VII _pval","V - VII _pval","LDepleted _pval","36 - 8 _pval"
"715",496.2391906,0.264122705857103,0.9749596406787,0.606764735651619,0.92823284707496,0.980600009582379,0.456473706147468,0.811906426194476,0.934385912644984,0.976018151342765,0.727073317522343,0.891828622946133,0.997594786918686,0.943985611516539,0.878583924671462,0.971735004836239,0.924953897398948,0.950475904372222
"716",496.3402551,0.118748515142824,0.734946570611186,0.0103206041375572,0.874136953506743,0.980600009582379,0.482207868224561,0.860540412113437,0.916744278157933,0.986358779150278,0.138263533705541,0.931777081447179,0.997594786918686,0.329209091625714,0.9472260470872,0.971735004836239,0.124061714623984,0.155963486438686
"717",497.2354926,0.0179107155818939,0.187182315852378,0.000250791970977397,0.945361729896368,0.980600009582379,0.618644042758673,0.799360379847196,0.600636565180495,0.976018151342765,0.161579846959914,0.64748988633212,0.997594786918686,0.0232754480647113,0.91828232129802,0.971735004836239,0.0204850311637372,0.375873820182967
"718",497.3430212,0.751993899351245,0.899486664027427,0.329545960037664,0.912845368036423,0.980600009582379,0.660798560576403,0.892530920074052,0.861038306763492,0.976018151342765,0.310613074989149,0.895642884297273,0.997594786918686,0.259527475418871,0.926438672662155,0.971735004836239,0.300384123989351,0.678572376770345
"719",498.2394858,0.00390322963587247,0.0505317745455139,4.48698301244006e-06,0.743931056994248,0.980600009582379,0.611406464130409,0.696510901556124,0.696018192017407,0.976018151342765,0.0872876549839512,0.733674253409806,0.997594786918686,0.0218980997307263,0.974453871012319,0.971735004836239,0.00534075367871766,0.251707351829446
"720",499.2319172,0.248404372580678,0.632553374006453,0.00254355186967032,0.912845368036423,0.980600009582379,0.706921587723315,0.610768407835431,0.937480398948104,0.986358779150278,0.0919354790433331,0.986886184048536,0.997594786918686,0.150872633144884,0.926438672662155,0.989778165021339,0.0362630293745594,0.662317393401057
"721",499.3681521,0.529007600584565,0.920605382095455,0.346340521712245,0.92823284707496,0.980600009582379,0.531764188979294,0.25283775277327,0.980055339365134,0.986358779150278,0.543779094419357,0.78621921179681,0.997594786918686,0.334384848460348,0.926438672662155,0.997096933546756,0.201752974181247,0.462630160647969
"722",500.2739231,0.0769560932717694,0.580915899875555,0.407578296693157,0.912845368036423,0.980600009582379,0.532716156816459,0.703289514955596,0.81447405429021,0.994058031713636,0.946751918415377,0.955043773996638,0.997594786918686,0.903780379302107,0.9472260470872,0.971735004836239,0.956187682877916,0.649571650307709
"723",500.3679308,0.444339918114029,0.918532531539127,0.94308820190362,0.960625808535818,0.980600009582379,0.658518866328409,0.636110659464864,0.936935397961923,0.986358779150278,0.864682872939051,0.999551524153923,0.997594786918686,0.899436091358416,0.9472260470872,0.979577432250799,0.742690408592376,0.831627694814679
"724",501.2416194,0.767269906500123,0.420059398372076,0.129466915167856,0.463760643430111,0.980600009582379,0.847090114566431,0.707703227775708,0.861038306763492,0.994058031713636,0.757060113867258,0.782921792008696,0.997594786918686,0.934832150565104,0.9472260470872,0.971735004836239,0.582753890122733,0.846322158615275
"725",501.3742471,0.901507485078854,0.378514862270073,0.0380040758015468,0.97025338963253,0.980600009582379,0.657604701473203,0.362022869424106,0.998341536260515,0.976018151342765,0.542811301015884,0.687029717971839,0.997594786918686,0.215836608473318,0.855923825850479,0.979577432250799,0.114213681673542,0.69726984981512
"726",501.4642851,0.650617659611358,0.420059398372076,0.22960956115033,0.887688299696754,0.980600009582379,0.907475865844166,0.863933615108695,0.998341536260515,0.994058031713636,0.908041591634352,0.925753550240507,0.997594786918686,0.820052478747731,0.969773699769851,0.999500190074667,0.641065122752638,0.502847068472814
"727",502.290788,0.00390322963587247,0.899486664027427,1.33553960312178e-07,0.392492007291016,0.980600009582379,0.0534172938698172,0.472032545693636,0.89007655849055,0.976018151342765,2.89343666766721e-06,0.437527336926831,0.997594786918686,0.0443402485988997,0.535772360408082,0.971735004836239,0.000110430001236918,0.965770448145578
"728",502.3601118,0.771010214278645,0.641307144069924,0.0016841889801536,0.95743600020831,0.980600009582379,0.95372105966589,0.183885985439552,0.936935397961923,0.976018151342765,0.070478575569595,0.67890621570826,0.997594786918686,0.0114973344925131,0.9472260470872,0.971735004836239,0.00364067395888466,0.596643752424843
"729",503.2047413,0.791893094529178,0.438754416229336,0.527418003998451,0.943445154735843,0.980600009582379,0.366791770676806,0.584558774650908,0.934385912644984,0.976018151342765,0.909781706990093,0.808896990950687,0.997594786918686,0.882029747921328,0.9472260470872,0.971735004836239,0.70127749537801,0.419489731934386
"730",503.309606,0.582548001525166,0.984572303020736,0.0774550302267524,0.743931056994248,0.980600009582379,0.63456359054138,0.74192738433288,0.998341536260515,0.976018151342765,0.138263533705541,0.613814354203419,0.997594786918686,0.757602499004829,0.926438672662155,0.971735004836239,0.244841963354341,0.717837459045191
"731",504.3428289,0.803868824768877,0.734946570611186,0.00144941108393957,0.981565558214117,0.980600009582379,0.985696818159738,0.00882613708738445,0.955377506067035,0.976018151342765,0.000361265066411455,0.792405781756514,0.997594786918686,0.0287017917262092,0.436120698549432,0.971735004836239,0.000232330551033624,0.0826464757163929
"732",505.3441996,0.889989903232998,0.942047967944307,0.598100176454319,0.912845368036423,0.980600009582379,0.961148782757428,0.724747313613536,0.936935397961923,0.976018151342765,0.557359546511182,0.765394126285529,0.997594786918686,0.978980096257669,0.944465604983538,0.971735004836239,0.652314944466619,0.745931267033845
"733",506.3032997,0.901507485078854,0.603501997086141,0.709038556718924,0.743931056994248,0.980600009582379,0.829264395084128,0.965334793418913,0.81447405429021,0.992720708539433,0.875046147986598,0.385077335371966,0.997594786918686,0.326264872207283,0.989012785865986,0.971735004836239,0.724070642288755,0.495527767418705
"734",507.3275224,0.863445389197468,0.59164189609097,0.659976929013061,0.92823284707496,0.980600009582379,0.530263205002902,0.733839444855854,0.998341536260515,0.976018151342765,0.909781706990093,0.578473009221793,0.999273786913253,0.563779205142894,0.981600255166877,0.971735004836239,0.687104719807422,0.510509088079689
