"","Metabolite","I - II _pval","I - III _pval","I - IV _pval","I - V _pval","I - VI _pval","I - VII _pval","II - III _pval","II - IV _pval","II - V _pval","II - VI _pval","II - VII _pval","III - IV _pval","III - V _pval","III - VI _pval","III - VII _pval","IV - V _pval","IV - VI _pval","IV - VII _pval","V - VI _pval","V - VII _pval","VI - VII _pval","LDepleted _pval","36 - 8 _pval","I - II _t.ratio","I - III _t.ratio","I - IV _t.ratio","I - V _t.ratio","I - VI _t.ratio","I - VII _t.ratio","II - III _t.ratio","II - IV _t.ratio","II - V _t.ratio","II - VI _t.ratio","II - VII _t.ratio","III - IV _t.ratio","III - V _t.ratio","III - VI _t.ratio","III - VII _t.ratio","IV - V _t.ratio","IV - VI _t.ratio","IV - VII _t.ratio","V - VI _t.ratio","V - VII _t.ratio","VI - VII _t.ratio","LDepleted _t.ratio","36 - 8 _t.ratio"
"1","51.60626364",0.338984693259725,0.524878293941807,0.611994525936902,0.845079811405991,0.0359737891654607,0.823663298167691,0.597075310962723,0.537409098244839,0.483413954672745,0.212903924465265,0.466538207722132,0.898011883974932,0.773000595781368,0.0741042020472998,0.649871196028979,0.853172513834528,0.0648530705003483,0.686718822797777,0.0635819955085405,0.767169890883783,0.10490468887903,0.90118742084629,0.46501473432156,-0.95786963772807,-0.636748853185724,-0.507866492805096,-0.195615376515523,-2.10996805243576,0.223012280402404,0.529217955128958,0.617491363886784,0.701787766070016,-1.24896058038182,0.728868499257781,0.128291048504125,0.288746747415582,-1.79422600045456,0.454339580114672,0.185252043789393,-1.85490769434789,0.403653973540005,-1.86422699968978,0.296321600265326,1.6266695167892,-0.124274478452155,-0.731405890137094
"2","51.79487424",0.0394645005736294,0.481768445241666,0.606601251160244,0.0404028458027709,0.826677994077881,0.697947992029955,0.128506093836401,0.0986888809673756,0.640144206797578,0.305491923978614,0.134704561661329,0.855959740008547,0.195940719261979,0.94184440637752,0.521890696453968,0.145425591364094,0.991375319980783,0.569718392658884,0.445631440337465,0.200933877357562,0.659382845632573,0.233329564414136,0.197852762367539,-2.06920305992074,-0.704505851110087,-0.515572607595812,-2.06079363405376,-0.219219362621352,0.388418668491704,1.5244687744603,1.65663259806893,0.468014826414948,1.02691546047274,1.49895511263873,0.181685512585196,-1.29639802745518,0.0730318823931824,0.64107053262508,-1.46007538759059,-0.0108209751713167,0.56899828381472,0.764038747149863,1.28136396376335,0.441215157595673,-1.19436660123369,-1.29012984542032
"3","67.03632643",0.0695896893613459,0.910576692085346,0.703867733789585,0.977599317389706,0.56559097898006,0.591484141831201,0.0795768396237351,0.134897027372416,0.122650932764731,0.120286854566165,0.576436980009143,0.67166261951873,0.916048950779863,0.606815509401791,0.574507312249478,0.809309828781044,0.47819570898726,0.70189198186872,0.585480000952339,0.623318863465124,0.424240298331167,0.709835021043362,0.0231385735144311,-1.82163533674976,0.112423113624715,-0.380530453738158,-0.0281074511016204,0.575381172894864,-0.537202368279833,1.75938399668529,1.49924872785423,1.5484250830167,1.55895923474918,0.55907744415909,-0.424307788431941,-0.105508629769739,0.515314826710953,-0.561955562527334,0.241546125668872,0.710292467546098,-0.383084277783829,0.546146740015084,-0.491605019040271,-0.800206170371892,-0.372445684057105,2.28113758030012
"4","67.17536747",0.202534054957563,0.826569391262323,0.58129133107246,0.515500171566296,0.293785819014444,0.608552589447629,0.288108654184944,0.372520083580778,0.497753326745906,0.872084946059141,0.785013514701434,0.781329266410246,0.677552429397499,0.3497905409422,0.680689028742702,0.847866466720451,0.417763928868345,0.768017618100657,0.504452661284829,0.852776626255029,0.718289688703461,0.80028618266236,0.0350664821058252,-1.27739260097108,-0.219329557156008,-0.552203562072501,-0.651241944101985,-1.05223545070536,-0.512622872942586,1.06425102777966,0.893144965608707,0.678914696284,-0.161178069889691,0.272983618939655,-0.277850499732012,-0.416247886855755,-0.93685593424196,-0.411868181664984,-0.192020181433716,-0.811673187352048,-0.295200116397032,-0.668521719410535,-0.1857193660081,0.361093887228689,-0.253210530211585,2.11578630600649
"5","67.31475598",0.202469882522396,0.938465744196619,0.638840964248693,0.501654789308458,0.805071972553001,0.524693400153357,0.253181263122665,0.348603779334611,0.506066005814171,0.594123455840671,0.870684150480871,0.739530752186367,0.591840408076981,0.834216875965746,0.558306826843219,0.788623942518969,0.954167731922964,0.65487083171355,0.930383922359769,0.769342166850409,0.766714355136225,0.759971854474535,0.0646922530544502,-1.27759014755018,-0.0772753761767147,-0.469883751826995,-0.672891631891976,-0.24707174765731,-0.636800912600322,1.1449682888191,0.938830088234967,0.665839610532218,0.533566482889774,0.162900190196812,-0.332802585710239,-0.536803043068163,-0.209528931051058,-0.585928059786464,-0.26835864342486,-0.0575327532983854,-0.447396631850911,0.0874553853000595,-0.293474410588801,-0.296953205788245,-0.305810021230192,1.85318642589632
"6","71.01422528",0.922834855176864,0.225432988273535,0.564730078284188,0.278759222113903,0.57675473195317,0.170113348322592,0.54115553680978,0.676130773871747,0.532824337417819,0.666936278783993,0.241458384970174,0.11152288456417,0.93483008790698,0.948573888071877,0.397400767178844,0.163273353158949,0.439622621650446,0.114898040800411,0.984515834575755,0.439708309553101,0.56691725631542,0.191808120063304,0.0769967598105819,-0.0969368401794046,-1.21450266451759,0.57643853927145,-1.08506764942603,-0.558853897573645,-1.3739827857995,-0.611654810999224,0.418093154718139,-0.624327053411039,-0.430818889192217,-1.17274955382533,1.5951538395827,-0.0818266894844678,-0.0645598760234851,-0.847031490791315,-1.39702308311354,-0.773957897412382,-1.57944242849233,-0.0194260834399388,-0.773350981921464,-0.573117073983994,-1.30765445796424,-1.77404629950063
"7","72.99351164",0.51508593102297,0.432322527108008,0.905866453068546,0.0804830012129901,0.244979831154439,0.761591607227074,0.874457302871718,0.497570059261752,0.568753760942993,0.531602665077255,0.916300863916855,0.425048400316593,0.327432256806164,0.413637109301113,0.992910068590998,0.100354370436541,0.236689540557456,0.732907532444308,0.795850240180832,0.606529778945747,0.548718355384372,0.24582927025086,0.948860844687322,-0.651740876899728,-0.786398251641567,0.118365389210923,-1.75482219853935,-1.16555168038684,-0.303613148732858,0.158133209222239,0.679131830780046,-0.570530385749325,-0.626427368982557,0.105157758219885,0.798764837408118,-0.980931187486929,-0.818936587824354,0.00889174035926308,-1.64830528212119,-1.18614807533996,-0.341506694524515,-0.259008600818698,0.515468605936192,0.600333627662624,-1.16277043491837,0.0641842041286879
"8","73.02988371",0.55400607252227,7.02641724281922e-10,0.384829405681851,1.80493791895851e-05,0.899081144869597,0.41166872422583,3.08245559718954e-05,0.294428297447249,0.00091126299881263,0.81718857341892,0.702648787291138,1.18565738769426e-06,0.445214257761535,0.00814605929803586,0.000939606099864807,0.00104784348194904,0.643441800549795,0.25297102091125,0.0329315517108541,0.00507018479521954,0.615799966814852,0.0529801360097843,0.21647246649458,-0.592398777704115,6.36709224484674,0.870311559889412,4.3619264438665,-0.126953669527556,-0.821747466166061,4.22475325495939,1.05009020503595,3.34729772622725,0.231391615613718,-0.381976407270557,-4.94479646520382,-0.764318219370487,-2.66714591891482,-3.32987960576281,3.30635374850048,-0.463424748414171,-1.14462298808768,-2.14460874377751,-2.81676112567011,-0.502262051271004,1.94175414816674,1.23833439576016
"9","73.04148107",0.173307303183912,0.621167258093697,0.0174927526964485,0.22077252885361,0.224415210744506,0.220923502967644,0.323685726820662,0.966718843972486,0.692072837488995,0.810373820885385,0.751859922745531,0.111651001937249,0.475210950573692,0.326379211367563,0.318067959863887,0.547528519753782,0.808539609655304,0.744923616811349,0.581428336349347,0.539466003795248,0.937991696826045,0.193677499795354,0.352505702883274,1.36532811673295,0.494837773248843,2.39241654626584,1.22780540998021,1.21827652761587,1.22649114282055,-0.988702942624922,0.0417617313261446,-0.396476194180429,0.240212946799981,0.316430415306651,1.59606724595969,0.715073639607084,0.983574980978956,0.999955948118231,-0.6022599835945,0.242584620990926,0.325614661525021,0.552102216780269,0.614285962630522,0.0778644437882821,-1.30299976095168,-0.930953037595004
"10","74.02407239",0.022155014323209,0.583404457366614,2.83924853701527e-06,0.374261136472545,0.146710596365909,0.165738454533215,0.0678212523802405,0.612755026490388,0.161696666306305,0.943290131694614,0.913833456957208,0.000332164777859277,0.694245585609064,0.231152599673812,0.25851339318432,0.010448208893112,0.665197561079043,0.64156133647373,0.350899418462553,0.374180093340044,0.975885247586362,0.000671760982684947,0.273105661320065,2.29968101419147,0.549049747007817,4.78003784226156,0.889996936735974,1.45592712997698,1.38861140334184,-1.83249279256105,0.506647409519666,-1.40276823865471,-0.071204150131044,-0.108266802338623,3.62818441755578,0.393465187375626,1.20035438868972,1.13148628478311,-2.57621213051619,-0.433245832243506,-0.46586555910384,0.93460033210293,0.889680701502238,-0.0302511860026655,-3.43453263206738,1.09771913839411
"11","74.99115645",0.278580976115613,0.545364648691019,0.0172082481198757,0.61559913270695,0.140186070764923,0.710353141908489,0.505364535798387,0.748058542050149,0.541954366959259,0.512270755711873,0.758073650005513,0.126860261713207,0.994377978649396,0.230437442551926,0.903283362602042,0.211643703146719,0.603093157936588,0.575129551762959,0.254778784519825,0.909380906267359,0.426594025295574,0.0987936708972658,0.607538005510087,-1.0854107449423,-0.605413734344313,-2.39593056673343,-0.502659419168001,-1.47990474430146,-0.371632518239036,0.666802905810708,-0.321468723140048,0.610514144946049,-0.656193563143291,0.308192680525365,-1.53036013367883,-0.00705159489545298,-1.20215829521711,-0.121584952864151,1.25150490964275,-0.5205868250176,0.560935219508229,-1.14140748415929,-0.113887602681955,0.79598477774074,1.65530936913954,0.514078194604546
"12","75.0091504",0.207091895361644,0.90127368567263,0.298547225194867,0.824280011582835,0.522486117926672,0.294759547088452,0.212897553487163,0.0781082000632308,0.343414805986092,0.850300123184654,0.834266922820021,0.43624156774864,0.77565271465827,0.500899853514353,0.288673255276897,0.351182732535785,0.301998523759094,0.158741812072777,0.624574404556567,0.375598919150437,0.741970587189339,0.104992356206687,0.237817045519602,-1.26451888303276,0.124173220909276,1.0416274689276,-0.222279877550836,-0.640508157767326,-1.04926534663853,1.24836268924521,1.76792706953712,0.949027679314751,0.188935653391918,-0.209367378580085,0.779621041200727,-0.28526251155637,-0.674127400005418,-1.06254523912052,-0.933847653302944,-1.03436068800982,-1.41214310771729,-0.490030371696246,-0.887133583891843,-0.329546103720658,-1.62612920484116,-1.18249572077533
"13","76.97433532",0.441122210205747,0.369117020082271,0.0949803616895941,0.2452782396038,0.740427199850069,0.564954515357463,0.83527049897554,0.840575070808743,0.940908417848604,0.460006156070203,0.937988997349087,0.527874044864109,0.713875683638258,0.491157605966639,0.823986650648958,0.877616933338055,0.326537186682386,0.963988930776462,0.39347475659009,0.973741881633468,0.510060047856786,0.453041100942553,0.709664438481823,0.771478340532367,0.899865911610359,1.67630116131734,1.16492262960932,-0.33170607775641,0.576127418755979,-0.208150128758395,0.201351303103633,0.0741998786229626,-0.740060735397103,0.0778544315512707,0.632101145267349,0.367070618623768,-0.689605552650634,0.222605786855919,-0.154147047130893,-0.983192642867898,-0.0451844778091496,-0.854996770745423,0.0329426055121194,0.659613826197166,-0.75146022284545,-0.37260063809445
"14","78.91930678",0.894752543426419,0.262232443538944,0.787402460464906,0.417887393791544,0.0109089820480592,0.986843157562213,0.604477809429217,0.979338933260806,0.684180500689609,0.033750064637726,0.951639834299284,0.445783713225046,0.920080024585826,0.0419572420465335,0.679231320304316,0.596163117779299,0.0170864973739154,0.932572972313422,0.0464464958634068,0.726187064648684,0.0745548261906603,0.738166249566135,0.95268391269872,-0.132410910738003,-1.12350429141484,-0.269957145619244,-0.811428461762778,-2.56647852638448,-0.0165014978863261,-0.51852364057874,-0.0259193028133438,-0.407175554612984,-2.13495050602703,0.060684211718504,0.763465246987097,0.100420741409452,-2.04512906232882,0.413825514165447,-0.530515338481466,-2.40122602360739,0.0846634269423022,-2.00188022892721,0.350466504810278,1.78923100956513,-0.334591643744209,0.0593798768039734
