"","Metabolite","I - II _pval","I - III _pval","I - IV _pval","I - V _pval","I - VI _pval","I - VII _pval","II - III _pval","II - IV _pval","II - V _pval","II - VI _pval","II - VII _pval","III - IV _pval","III - V _pval","III - VI _pval","III - VII _pval","IV - V _pval","IV - VI _pval","IV - VII _pval","V - VI _pval","V - VII _pval","VI - VII _pval","LDepleted _pval","36 - 8 _pval"
"1",51.60626364,0.705454631918933,0.920298651621302,0.786966908769951,0.95077652656723,0.154920680410547,0.974775295987448,0.912198391748655,0.913849820511495,0.959392004159165,0.620969779690339,0.995917066463701,0.96197711555462,0.971296440521623,0.26915205460577,0.992880143064155,0.942258800419697,0.287982473633773,0.968450945906698,0.277011411840186,0.987222703560198,0.480132987672613,0.960567987336124,0.771876880230046
"2",51.79487424,0.25329926025522,0.901182102291662,0.783497221094671,0.326777416606582,0.911925984864794,0.940316071036622,0.633434294739283,0.586137078462524,0.979127695073339,0.709543614495049,0.995917066463701,0.951531608454182,0.851990139263812,0.969086258379602,0.962224078949554,0.425505647104166,0.996744284829857,0.956201585005574,0.747340881043655,0.976484787343864,0.897036794721492,0.476059502497657,0.5617269445828
"3",67.03632643,0.356617359433232,0.986109964712757,0.849843976956489,0.991116646804615,0.750456766152209,0.926866118865818,0.563519874466239,0.649777079892836,0.939957295290851,0.464937063077037,0.995917066463701,0.86547477409913,0.990174979269896,0.798987589328658,0.986553591504877,0.921301845300673,0.764557092857546,0.968450945906698,0.843470425982092,0.985794349656348,0.777847998855718,0.864830642726821,0.208139037454323
"4",67.17536747,0.570233726562824,0.981191924294563,0.768006734601218,0.815151564121018,0.53565749819622,0.926866118865818,0.769073631304384,0.887743495317144,0.959392004159165,0.977997471906277,0.995917066463701,0.925574669434532,0.958314510581713,0.599719217471418,0.995108690638551,0.93963324608646,0.724500507288193,0.985034597904332,0.793361832896306,0.987222703560198,0.921322432163096,0.911936851807504,0.266810189941883
"5",67.31475598,0.570233726562824,0.991011355328106,0.806396177629832,0.805400883222568,0.90103720551928,0.926866118865818,0.74463416666676,0.879913392880352,0.959392004159165,0.90767869825204,0.995917066463701,0.902209662709171,0.945254776804947,0.914552488767623,0.975608462393038,0.912552442019972,0.988488765813756,0.968450945906698,0.977581469385382,0.987222703560198,0.929384268045493,0.889341787181806,0.354604838019392
"6",71.01422528,0.976810309825692,0.78993301205721,0.751806456609132,0.706069560424049,0.758370898989321,0.801962009268695,0.893035559677007,0.936268368156582,0.959392004159165,0.930789724155236,0.995917066463701,0.30564889848684,0.990174979269896,0.974041283105802,0.941163813886374,0.446996467984664,0.734369103193847,0.913790570750392,0.996907672668148,0.976484787343864,0.860909405946698,0.42198149553527,0.382005960609919
"7",72.99351164,0.816374119007441,0.876587776832577,0.960767450224914,0.445200509585648,0.489594569519699,0.962667198195942,0.977794772787779,0.913670314126621,0.967587925726606,0.866755550404087,0.995917066463701,0.684701398000382,0.868420849966381,0.658603337807881,0.999298381365038,0.356424655150018,0.544891711915263,0.974698439289671,0.939308223392538,0.985794349656348,0.853217151951906,0.492425957580725,0.989532203144803
"8",73.02988371,0.836440540875285,1.50287257772271e-07,0.604238667169413,0.0021715659341914,0.955677086618749,0.910402138305735,0.0197790900867079,0.858932703696441,0.438545318232225,0.974927408660935,0.995917066463701,5.85228326162845e-05,0.910652696197606,0.0636395394681545,0.165183426574103,0.0173887819220863,0.869210853374275,0.913790570750392,0.181081271457414,0.650673715425322,0.883567786521664,0.184758626492959,0.587593960738656
"9",73.04148107,0.536903425453045,0.94334999218273,0.0630590804164352,0.636208260533738,0.462944154922632,0.83794267586019,0.795905321458729,0.992498013148036,0.979127695073339,0.97285234542623,0.995917066463701,0.30564889848684,0.911755580704237,0.58472693751493,0.939632847057392,0.771696545511748,0.938178871963127,0.977896609846344,0.841770222915946,0.976591075911542,0.985970554323788,0.424151521178195,0.700614043522773
"10",74.02407239,0.18954845646051,0.939793791105547,3.69294153601074e-05,0.74426930626015,0.369934868780271,0.789028706706758,0.534803221334999,0.918985708053685,0.939957295290851,0.994178035627134,0.995917066463701,0.00432038648827352,0.958668537077461,0.495510863112871,0.933484841876797,0.0926857241884714,0.883107106758369,0.966814453814571,0.666812814502142,0.976484787343864,0.995273637399298,0.00680599944801944,0.638795136160542
"11",74.99115645,0.642679493760473,0.928228955550814,0.0621498642234487,0.862089512642167,0.361255938720703,0.945663760833312,0.874844182931043,0.9553950424071,0.959392004159165,0.858757980761567,0.995917066463701,0.329097437077854,0.997186295473632,0.495510863112871,0.995108690638551,0.512470601952225,0.853723489780291,0.958160494083471,0.58526152768398,0.995347012159576,0.77994928375671,0.276076865031884,0.859985694170976
"12",75.0091504,0.575855932280104,0.98418490034782,0.509037531173018,0.944817201308405,0.723053821944577,0.854733440374312,0.725180030971252,0.540857085136703,0.951967856399444,0.974927408660935,0.995917066463701,0.697479184370063,0.972375314366586,0.725370544225359,0.933484841876797,0.653436981753095,0.619773090297678,0.913790570750392,0.864806430345979,0.976484787343864,0.924461710781632,0.288728941435137,0.607254471813452
"13",76.97433532,0.772666315329817,0.861094476303224,0.23114691271025,0.671773492787213,0.858110994132695,0.926866118865818,0.97159276668539,0.971976787186694,0.989604866451362,0.822966419930278,0.995917066463701,0.767490601343949,0.964826002553927,0.721188709772143,0.995108690638551,0.957716890002069,0.650708174861324,0.997112317761528,0.705907662162163,0.997189339235688,0.837168055157798,0.683842774343602,0.905057672192053
"14",78.91930678,0.969311852409265,0.806721398560615,0.89548457123206,0.761884949691477,0.0696735867226059,0.994038461816153,0.917022899856062,0.998329292488876,0.979127695073339,0.241129948486395,0.995917066463701,0.706366522842966,0.990174979269896,0.190273113266504,0.995108690638551,0.806663937098968,0.144776405568735,0.994820228294384,0.228586328679784,0.986504225611714,0.411773299368268,0.880720695080441,0.989532203144803
"15",78.95946081,0.279522602959575,0.976821198688737,0.437510408991245,0.072104757373472,0.515292378257003,0.763841288462114,0.524957399740224,0.783495716349817,0.979127695073339,0.974927408660935,0.995917066463701,0.446617976636465,0.366195396882566,0.501613136868971,0.933484841876797,0.267106413803021,0.808410496382228,0.915255131126955,0.89006937982842,0.997189339235688,0.921322432163096,0.765672241164521,0.817766077279357
"16",79.95777319,0.805211921027802,0.944756138606995,0.88588601289625,0.516864532253387,0.506958845555575,0.926866118865818,0.938423570244554,0.920075710435458,0.979127695073339,0.897027567535327,0.995917066463701,0.951531608454182,0.868420849966381,0.618996074163294,0.995108690638551,0.536681135582059,0.650455977381861,0.968450945906698,0.921901266972692,0.987222703560198,0.902348999351302,0.735821831623623,0.989532203144803
