,Feature Name,m/z,Retention Time,m/z - Minimum,m/z - Maximum,Retention Time - Minimum,Retention Time - Maximum,Exclusion Details,User Excluded
3500,357.78_319.1622m/z,319.162234631043,5.962991476059,319.160382298703,319.167326334255,346.53399467466005,360.27299880984003,,False
3501,75.68_319.1661m/z,319.16606174917,1.2612916231155002,319.163867964241,319.170731765518,71.43000125886,85.77800273898,,False
3502,271.26_319.1694m/z,319.169443151716,4.521049976349,319.167384112392,319.17381210660704,254.64099884034002,280.2959918976,,False
3503,292.91_319.1695m/z,319.169543502941,4.881800174713001,319.167379520516,319.171611569447,285.68401336668,297.41000175474,,False
3504,38.13_319.2275m/z,319.22745773304297,0.6355666816234999,319.225089156308,319.230362659493,37.90999889376,43.932999372480005,,False
3505,277.99_320.0089m/z,320.008935533089,4.633150100707999,320.005795176105,320.010790031115,276.97900772094,279.62199211122004,,False
3506,269.82_320.0541m/z,320.054147826191,4.496933460236,320.05139585216097,320.056165769366,264.60700035096,275.61000823974,,False
3507,345.96_320.0547m/z,320.05466196135,5.7660081386565,320.05292311387,320.05970156984796,336.97500228882006,357.77898788454,,False
3508,137.51_320.0615m/z,320.061532754677,2.291833400726,320.05996464303297,320.064859459891,136.65600299838002,138.35999965668,,False
3509,174.99_320.0678m/z,320.067837643081,2.9165666103360004,320.06536865234403,320.070300497089,160.65599441526,199.3010044098,,False
3510,93.97_320.0749m/z,320.074900976334,1.5662083625794998,320.07073330286204,320.077233933317,83.93800020216,108.914000988,,False
3511,277.71_320.0731m/z,320.073081958467,4.62846660614,320.07057986236197,320.07728981279996,274.64100837707997,284.90301132203996,,False
3512,43.82_320.077m/z,320.077015088022,0.730266690254,320.07387904393903,320.08084509073996,35.22600173952,54.389001131040004,,False
3513,254.02_320.0924m/z,320.092399672845,4.233675003052,320.08787124463,320.094788920904,248.83200645444,269.27398681638,,False
3514,245.0_320.0939m/z,320.093915643712,4.08335018158,320.088151858856,320.094855564988,240.48600196836003,248.82599830626,,False
3515,67.63_320.104m/z,320.104015424408,1.1272000074385,320.101875139519,320.10872824551,65.57099819184,83.56500148776,,False
3516,265.53_320.1281m/z,320.128056483997,4.4254248142245,320.126495887976,320.130808953633,259.96699333188,269.8859882355,,False
3517,251.5_320.1299m/z,320.129911802054,4.1917083263395005,320.126362821684,320.13326668052,243.67501258848,254.58000183107998,,False
3518,274.41_320.1289m/z,320.128914786124,4.573500156403,320.126407175381,320.133299555126,272.8419971466,285.77699661252,,False
3519,301.76_320.1458m/z,320.145827105635,5.029316902161,320.143916469727,320.149233559889,299.99499320982,311.04100227354,,False
3520,220.51_320.1461m/z,320.146132813044,3.6752083301545,320.143941588213,320.148982812049,218.34899425506,222.40200519564,,False
3521,187.73_320.1462m/z,320.146165544147,3.128849983215,320.143940648992,320.149942677041,179.35800075534002,200.23199558256002,,False
3522,340.95_320.1573m/z,320.157331295477,5.682583332062,320.154940239824,320.160941718739,337.83900260928,344.57699775696,,False
3523,241.61_320.1612m/z,320.16116307142397,4.026916503906,320.158196961655,320.164351989568,225.16000270842002,249.16399955747997,,False
3524,253.93_320.1613m/z,320.161267029507,4.232100009918,320.15820785930697,320.164451288301,251.29099845887995,261.84800148012,,False
3525,280.52_320.162m/z,320.16201142859404,4.675266742706,320.15921034641104,320.164664975467,274.11100387572003,287.38700866697997,,False
3526,75.73_320.1696m/z,320.16963415854997,1.2622416615485,320.165237640167,320.171781033056,71.86300277712,93.46499919894,,False
3527,347.62_320.1723m/z,320.172257973409,5.7936501502995,320.16842890195,320.175127334933,345.05699157713997,358.00901412966005,,False
3528,38.12_320.2309m/z,320.230908000107,0.635391652584,320.228794948596,320.234857233379,37.90999889376,43.8249993324,,False
3529,61.39_320.8591m/z,320.859065234259,1.023100018501,320.85680252572496,320.861343745478,58.29799890516,75.51800251008001,,False
3530,153.55_320.9561m/z,320.956101597431,2.5591249465945,320.954327837012,320.958503389377,148.62899780273997,156.63399696348,,False
3531,208.09_321.0312m/z,321.03115291106,3.4681916236880004,321.025901601887,321.032848824932,206.3770008087,209.73299503326,,False
3532,66.51_321.0511m/z,321.051105362216,1.1085166335105001,321.046886698602,321.05369707841,56.129000186940004,76.29999876024,,False
3533,299.55_321.0678m/z,321.067783236558,4.992458343506,321.064397405925,321.071252288328,294.72599029542005,311.08200073242,,False
3534,249.55_321.0694m/z,321.069436120302,4.1592416763305,321.067862872981,321.074809018241,240.16098976133998,258.45299720766,,False
3535,93.98_321.0789m/z,321.078933865106,1.566300034523,321.075205494261,321.081796677658,90.37000179288,95.69699764254,,False
3536,74.72_321.0901m/z,321.090114393855,1.2453000545500001,321.085504872885,321.092312998722,70.17299652102,83.5049986839,,False
3537,83.95_321.0943m/z,321.09430009003603,1.3991333246230002,321.09247175200403,321.096155360104,76.65100336074,85.63699722288,,False
3538,43.7_321.0996m/z,321.099598089187,0.728283345699,321.095918827566,321.102856130614,32.352000474899995,50.252999067299996,,False
3539,67.41_321.0992m/z,321.09923542894103,1.123533368111,321.09620802985296,321.10278778635603,63.30099821088,76.3770031929,,False
3540,157.78_321.1123m/z,321.112321249062,2.6296665668489996,321.109869157861,321.1149759145,155.02999305726001,167.12699890134,,False
3541,352.82_321.118m/z,321.117968596377,5.880283355713,321.116879601146,321.123838189409,336.18000984192,365.08998870852,,False
3542,265.62_321.1312m/z,321.13121704304,4.426949977875,321.128314564592,321.134241678124,262.69000053407996,276.00900650022004,,False
3543,39.95_321.1329m/z,321.13285866599,0.6658833622929999,321.13086915620204,321.137861049244,28.6459994316,52.06499934198,,False
3544,73.58_321.1454m/z,321.145359004897,1.2263749837875002,321.141707804873,321.148300038,68.08399915698001,79.50099706649999,,False
3545,83.31_321.1453m/z,321.145344093736,1.388466656208,321.141547854415,321.147941805022,79.57700014116,84.89300251008001,,False
3546,241.58_321.1644m/z,321.164419159994,4.026408433913999,321.162409611786,321.16793094355097,230.00400066377998,248.05400848386,,False
3547,347.62_321.1752m/z,321.175241635255,5.793633460999,321.173210819783,321.179127893148,345.1150131225601,353.42599868772004,,False
3548,39.29_321.2067m/z,321.20672391236,0.6548333168029999,321.204374438534,321.210961090266,38.07899951934,55.49599885938001,,False
3549,38.13_321.2425m/z,321.242533556865,0.635450005531,321.239521971793,321.245999651358,37.917001247399995,43.61999988557999,,False
